date,year,type,country,state,location,activity,sex,age,injury,time,species
Reported 28-Jan-1922,1922.0,Unprovoked,IRAQ,,Shatt-al Arab River,Bathing,M,,Fatal,,
15-Jan-1922,1922.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Swimming,M,54,Fatal,17h30,
13-Jan-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Standing,M,,Injured,18h00,Grey shark
04-Jan-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Surfing,M,26,Fatal,Evening,
11-Dec-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Fitzroy River at  Rockhampton,Swimming,M,20,Injured,,
27-Nov-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",Fell from his father's back into the water,M,8,Fatal,Morning,
27-Nov-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River","Wading to dinghy, carrying his son",M,40,Injured,Morning,
Reported 15-Nov-1921,1921.0,Unprovoked,FIJI,Viti Levu Island,Rewa River,Swimming,M,,Fatal,,
12-Oct-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Off Hinchinbrook Island,Diving,M,,Injured,,
04-Oct-1921,1921.0,Unprovoked,AUSTRALIA,Queensland,Barrier Reef,Diving,M,22,Fatal,Afternoon,
Sep-1921,1921.0,Provoked,ENGLAND,Dorset,Weymouth,Fishing,M,,Injured,,Blue shark
Reported 29-Aug-1929,1921.0,Unprovoked,AUSTRALIA,Torres Strait,,,M,,Injured,,
28-Aug-1921,1921.0,Unprovoked,PHILIPPINES,Luzon Island,"Fort Frank, Manila Bay",Swimming,M,21,Fatal,15h00,
21-Jul-1921,1921.0,Unprovoked,CUBA,,Havana Harbor,Fell overboard,M,,Fatal,,
Reported 11-Jan-1921,1921.0,Invalid,PHILIPPINES,"Cavite Province, Luzon",,,M,,Buttons & shoes found in shark caught in fish trap,,Questionable
29-Nov-1920,1920.0,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Wading,M,,Injured,,4' to 5' shark
22-Aug-1921,1921.0,Unprovoked,HAITI,Cape Haitien,Marine Dock,Diving,M,,Fatal,15h30,Comrades saw shark's tail appear about 5' away
22-Nov-1920,1920.0,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Standing,M,,Injured,,"15* to 24"" dog shark"
04-Nov-1920,1920.0,Sea Disaster,PHILIPPINES,Leyte,,The coastwise steamer San Basilio capsized in a typhoon,M,,Fatal,,
14-Jul-1920,1920.0,Invalid,USA,New York,"Woodcliff Channel, Freeport, Long Island",Swimming,M,30,Thought to have been taken by a shark. Body was not recovered,,Questionable
Reported 06-Jul-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,200 miles from MacKay,Diving,M,,Injured,,
29-Jun-1920,1920.0,Unprovoked,USA,Florida,"Englewood Beach, Charlotte County",Swimming,M,13,Injured,18h30,
27-Jun-1920,1920.0,Provoked,CANADA,Halifax,"Slaunwhite's Ledge, Hubbard Cove",Harpooned shark,M,,No injury,,15'
08-Mar-1920,1920.0,Unprovoked,AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay",Swimming,M,20,Injured,,
Reported 24-Jan-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,,Diving,M,,Injured,,
03-Feb-1920,1920.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,Floating face down,F,18,Injured,17h30,
Reported 24-Jan-1920,1920.0,Unprovoked,AUSTRALIA,Torres Strait,Arlington Reef,Diving,M,,Fatal,,
15-Jan-1920,1920.0,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,12,Fatal,10h00,
1920s,1920.0,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Jumped overboard,M,,Fatal,,
1920,1920.0,Unprovoked,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor",,F,,"""Recovered""",,
1920,1920.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River,Splashing,M,12,Injured,,
Reported 30-Dec-1919,1919.0,Unprovoked,AUSTRALIA,Queensland,Brible Island,Swimming,M,29,Injured,,
07-Dec-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,"Pelican Island, Macleay River",Swimming,M,47,Fatal,05h30,
18-Nov-1919,1919.0,Unprovoked,AUSTRALIA,Northern Territory,Darwin,Sitting in a boat,M,,Injured,,
12-Sep-1919,1919.0,Unprovoked,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,Swimming,M,,Fatal,,
10-Aug-1919,1919.0,Unprovoked,USA,Florida,"Gadsden Point, Tampa Bay",Swimming,M,,Injured,Afternoon,
29-May-1919,1919.0,Unprovoked,USA,South Carolina,"James Island Sound, Charleston",Swimming,M,,Injured,12h00,
06-Apr-1919,1919.0,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Knocked into the water,M,,Fatal,,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum"
16-Mar-1919,1919.0,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Cutter capsized,M,,Shark involvement not confirmed,Late afternon,Shark involvement prior to death unconfirmed
17-Jan-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,,Injured,17h15,3.7 m to 4.3 m [12' to 14']  shark
15-Jan-1919,1919.0,Unprovoked,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Swimming,F,,Injured,Afternoon,
09-Jan-1919,1919.0,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Wading,M,13,Fatal,07h30,12' shark
05-Jan-1919,1919.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Wading (shrimping),M,38,Fatal,10h00,
Reported to have taken place in 1919,1919.0,Watercraft,ITALY,,Savona,Fishing,M,,No injury,,13' shark
1919,1919.0,Unprovoked,USA,Florida,"Near Panama City, Bay County",Swimming,F,,Injured,,
Nov-1918,1918.0,Unprovoked,USA,Hawaii,Papaikou plantation ,Fishing,M,,Fatal,,
Nov-1918,1918.0,Sea Disaster,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Muchoir Banks,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,,Fatal,,Tiger shark
19-Sep-1918,1918.0,Unprovoked,AUSTRALIA,Queensland,Townsville,Bathing,M,22,Fatal,,
22-Mar-1918,1918.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,,Injured,18h00,12' shark
1918,1918.0,Unprovoked,AUSTRALIA,Queensland,Near Cairns,Diving,M,,Injured,,
15-Dec-1917,1917.0,Unprovoked,AUSTRALIA,Western Australia,Port Hedland,Swimming,M,,Injured,05h00,
Nov-1917,1917.0,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Wreck of the tug Magellan,M,,Fatal,Night,
21-Sep-1917,1917.0,Unprovoked,USA,New Jersey,"Sea Bright, Monmouth County",Swimming,M,,Injured,,
09-Sep-1917,1917.0,Provoked,USA,Hawaii,"Nanakuli, Oah’u",Stuffing a shark into an automobile,M,,Injured,,12' shark
Sep-1917,1917.0,Unprovoked,PANAMA,Colon,,Swimming,M,,Fatal,,
Reported 19-Aug-1917,1917.0,Unprovoked,USA,Mississippi,,,M,,Injured,,
18-Jul-1917,1917.0,Unprovoked,USA,Florida,Florida Keys ,Diving,M,,Fatal,Afternoon,
15-Jul-1917,1917.0,Sea Disaster,IRELAND,Off Ireland,82 miles from Fastnet,Ship Mariston torpedoed & sunk,M,,Fatal,Morning,
03-Jun-1917,1917.0,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming,M,,Injured,P.M.,
31-May-1917,1917.0,Unprovoked,PHILIPPINES,Luzon Island,Canacao Bay,Swimming,M,,Fatal,17h45,
Reported 05-May-1917,1917.0,Unprovoked,KUWAIT,,,Diving,M,,Injured,,
1917,1917.0,Unprovoked,LIBYA,Mediterranean Sea,Tripoli,Diving,M,,Injured,,
30-Dec-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Bathing,M,25,Injured,A.M.,
08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Taking wife to beach & about 1 m from the shore,M,41,Fatal,09h00,
08-Dec-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming,F,,Leg nipped by shark,08h58,
15-Nov-1916,1916.0,Provoked,PANAMA,,Panama Canal,,M,,Injured,,
10-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,Townsville,Swimming,M,,Fatal,06h00,
09-Nov-1916,1916.0,Unprovoked,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",Bathing,M,27,Fatal,Evening,
11-Oct-1916,1916.0,Provoked,USA,Florida,"Sewell’s Point, near Palm Beach",Fishing,M,,Fatal,,
 24-Aug-1916,1916.0,Unprovoked,USA,Louisiana,"off Grand Lake, Cameron Parish",Shrimping,M,,Injured,Afternoon,
26-Jul-1916,1916.0,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,M,,Injured,,
13-Jul-1916,1916.0,Invalid,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,F,,No injury,10h00,
13-Jul-1916,1916.0,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,M,,Ankle bruised,,
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,M,12,Injured,,Said to involve a 2.7 m [9'] shark
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,24,Fatal,,3 m [10'] shark
12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,10,Fatal,A.M.,
11-Jul-1916,1916.0,Sea Disaster,BAHAMAS,,50 miles off Bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,,Fatal,,
08-Jul-1916,1916.0,Unprovoked,SPAIN,Gran Canaria,Las Palmas,Diving,M,,Injured,,
07-Jul-1916,1916.0,Unprovoked,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Bathing,M,,Right foot severed,,
06-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,M,,Fatal,Afternoon,White shark
01-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,M,24,Fatal,17h00,White shark
30-Jun-1916,1916.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,10 or 12,Injured,,
Reported 24-Jun-1916,1916.0,Unprovoked,ATLANTIC OCEAN,,,Jumped overboard from Norwegian steamship Venator,M,,Fatal,,
23-Jun-1916,1916.0,Provoked,USA,Florida,,,M,26,Injured,,
Reported 25-Apr-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Manley Beach,Swimming,M,,Fatal,,
03-Apr-1916,1916.0,Unprovoked,AUSTRALIA,Victoria,Carrum,Clinging to overturned rowing boat,M,17,Fatal,,
19-Mar-1916,1916.0,Unprovoked,AUSTRALIA,New South Wales,Curl Curl,Bathing,M,,Injured,15h30,
Reported 09-Dec-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait, Thursday Island,Diving,M,,Injured,,
10-Nov-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,M,10,Severe bite to arm,,
08-Nov-1914,1915.0,Unprovoked,AUSTRALIA,New South Wales,Manly,Bathing,M,,Injured,,
03-Aug-1915,1915.0,Unprovoked,USA,Florida,"St. Augustine, St Johns County",,M,,Injured,,
Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,Tamaulipas,Tampico,Fishing,M,,Fatal,,
Reported 06-Jul-1915,1915.0,Unprovoked,MEXICO,,Santa Maria Bar,Wading,M,,Fatal,,
Reported 15-May-1915,1915.0,Invalid,EGYPT,,Alexandria,Fell overboard,M,,Shark involvement not confirmed,,Shark involvement prior to death unconfirmed
29-Mar-1915,1915.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,,Injured,,3 m [10'] shark
06-Feb-1915,1915.0,Unprovoked,AUSTRALIA,Queensland,Wynnum-Manley,Swimming,M,,Injured,,
13-Jan-1915,1915.0,Invalid,NEW ZEALAND,North Island,Otaki,Fishing,M,,Death may have been due to drowning,,Shark involvement prior to death unconfirmed
01-Jan-1915,1915.0,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,M,17,Fatal,,
Ca. 1915,1915.0,Invalid,USA,Florida,"Soldier Key, Miami-Dade County",,M,,Fatal,,White shark
Reported 04-Dec-1914,1914.0,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Swimming,M,,Injured,,
17-Oct-1914,1914.0,Sea Disaster,SAMOA,Apolima Strait,Opposite Apelima &  Manona,Copra vessel with 19 on board was wrecked in a squall,F,,Injured,,
Reported 26-Sep-1914,1914.0,Unprovoked,JAMAICA,Kingston Parish,Port Royal,Fell overboard,M,,Fatal,,"A 20' shark known as ""Old Tom"""
05-Sep-1914,1914.0,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,17,Fatal,,
Reported 15-Jul-1914,1914.0,Unprovoked,CROATIA,Zadar County,Biograd na moru,Washing clothes,F,,No injury,,1.5 m [5'] shark
Reported 09-Jul-1914,1914.0,Provoked,USA,Louisiana,New Orleans,Fishing,M,,PROVOKED INCIDENT    Legs severed by shark entangled in his net,,
07-Jul-1914,1914.0,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,,M,,No injury,,6 m shark
13-Jun-1914,1914.0,Watercraft,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,Fishing,M,,No injury,07h00,
10-Jun-1914,1914.0,Unprovoked,AUSTRALIA,Victoria,Sandringham,Bathing,M,43,Fatal,Afternoon,
31-May-1914,1914.0,Sea Disaster,NEW CALEDONIA,South Province,Noumea,Swimming,M,,Fatal,,
14-May-1914,1914.0,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,,Injured,Afternoon,3' shark
Reported 14-Mar-1914,1914.0,Invalid,USA,Florida,"St. Augustine, St Johns County",Swimming,M,,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,,Shark involvement prior to death unconfirmed
Reported 10-Mar-1914,1914.0,Sea Disaster,GUYANA,Essequibo,Essequibo River Mouth,Boat swamped,M,,Fatal,,
03-Mar-1914,1914.0,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,M,,Fatal,,
Reported 09-Feb-1914,1914.0,Unprovoked,AUSTRALIA,South Australia,Marion Bay,Wading,M,,Injured,,Tiger shark
  03-Feb-1914,1914.0,Unprovoked,AUSTRALIA,New South Wales,Paramatta River,Canoeing,M,,Injured,,
Reported 17-Jan-1914,1914.0,Unprovoked,AUSTRALIA,Queensland,Brisbane,Wading,F,,Injured,,
1914,1914.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,,F,,No details,,
Reported 30-Dec-1913,1913.0,Provoked,USA,Florida,Palm Beach County,Fishing,F,,No injury,,13' shark
Reported 26-Dec-1913,1913.0,Sea Disaster,CUBA,,off Neuvitas,,M,,Fatal,,
27-Nov-1913,1913.0,Unprovoked,NIGERIA,Lagos ,Lagos,Boat swamped,M,,Fatal,,
21-Nov-1913,1913.0,Unprovoked,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Swimming,M,12,Injured,,
21-Sep-1913,1913.0,Unprovoked,USA,Florida,Palm Beach County,,M,,Injured,,Hammerhead shark
03-Sep-1913,1913.0,Provoked,CROATIA,Istria County,Pula,,M,,Injured,,2 m shark
Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Lavalette, Ocean County",,M,,Man's leg recovered from 800-lb shark,,Shark involvement prior to death unconfirmed
Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Spring Lake, Monmouth County",,F,,Female foot recovered from shark,,Shark involvement prior to death unconfirmed
26-Aug-1913,1913.0,Invalid,ITALY,Trieste,,,F,,Human casualties,,Shark involvement prior to death unconfirmed
12-July-1913,1913.0,Unprovoked,USA,South Carolina,Charleston,,M,,Fatal,,
Reported 10-Jul-1913,1913.0,Unprovoked,COSTA RICA,,Port Limon,Swimming,M,,Fatal,,
21-May-1913,1913.0,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,M,,Injured,,
02-May-1913,1913.0,Provoked,AUSTRALIA,New South Wales,,Hauling in net,M,,Injured,,
27-Mar-1913,1913.0,Unprovoked,SAMOA,Upolu Island,Apia Harbor,,M,,Injured,,
Jan-1913,1913.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,,Injured,,Tiger shark
1913,1913.0,Unprovoked,REUNION,Saint-Denis,Barachoise bridge,Swimming,M,,Fatal,,
1913,1913.0,Unprovoked,REUNION,5aint-Denis,Barachois,Swimming,M,,Fatal,,
1913,1913.0,Unprovoked,AUSTRALIA,Victoria,Brighton,,M,,Arm severed,,
Reported 30-Nov-1912,1912.0,Sea Disaster,PHILIPPINES,,,Swimming,F,19,Fatal,,
30-Aug-1912,1912.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,12,Fatal,,
23-Jul-1912,1912.0,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,M,,Toes severed,Afternoon,8' shark
Reported 06-Jul-1912,1912.0,Unprovoked,SOLOMON ISLANDS,Central Province,Savo,Bathing,M,,Fatal,,
04-May-1912,1912.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,,M,,,,Shark involvement prior to death unconfirmed
18-Mar-1912,1912.0,Unprovoked,NEW ZEALAND,North Island,Takapuna,Swimming,M,,Injured,,
22-Feb-1912,1912.0,Provoked,AUSTRALIA,Western Australia,Bunbury,Diving,M,,No injury,,
19-Feb-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,M,18,Injured,16h00,
03-Feb-1912,1912.0,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,M,,Injured,,
26-Jan-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,M,21,Fatal,15h00,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
Reported 13-Jan-1912,1912.0,Unprovoked,FIJI,Viti Levu group,Beqa,Washed overboard,M,7,Fatal,,
06-Jan-1912,1912.0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,,M,,Injured,,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel"
01-Jan-1912,1912.0,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,,Fatal,Morning,
1912,1912.0,Unprovoked,SPAIN,Balearics,Isla Cabrera,Fell into the water,M,,Fatal,,White shark
08-Nov-1911,1911.0,Invalid,USA,Florida,"Pensacola Bay, Escambia County",,M,,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",,Shark involvement prior to death unconfirmed
26-Oct-1911,1911.0,Unprovoked,USA,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,M,,Fatal,,
25-Oct-1911,1911.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,23,Injured,Evening,
23-Sep-1911,1911.0,Unprovoked,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,M,,Fatal,Early morning,
20-Sep-1911,1911.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Swimming,M,,Fatal,,
17-Sep-1911,1911.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,M,,Injured,,
Reported 31-Jul-1911,1911.0,Unprovoked,SPAIN,Málaga ,Ceuta,Bathing,M,,Fatal,,
Reported 16-Jul-1911,1911.0,Provoked,USA,Delaware,Delaware Lightship,Fishing,M,,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",,
09-May-1911,1911.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Bathing,M,64,Fatal,"""Early evening""",
Reported 01-May-1911,1911.0,Provoked,USA,Texas,"Rockport, Aransas County",Fishing,M,,Injured,,5' shark
01-May-1911,1911.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Swimming,M,,Fatal,,
Reported 08-Apr-1911,1911.0,Watercraft,NEW ZEALAND,Chatham Islands,,Fishing,M,,No injury,,
Reported 29-Mar-1911,1911.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Swimming,M,,Fatal,,
04-Jan-1911,1911.0,Sea Disaster,AUSTRALIA,Western Australia,Off Legendre Island,3-masted steel barque Glenbank foundered during a cyclone,M,22,Injured,,
1911,1911.0,Unprovoked,USA,Texas,"Texas City, Galveston",Swimming,M,,Injured,,
Ca. 1911,1911.0,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",Fishing,M,50,Fatal,,
Reported 25-Dec-1910,1910.0,Invalid,CROATIA, Primorje-Gorski Kotar County,Rijeka,,M,,Fatal,,Questionable
Reported 23-Dec-1910,1910.0,Sea Disaster,AUSTRALIA,Western Australia,Fremantle,Shipwrecked pearling schooner,M,,Fatal,,
28-Nov-1910,1910.0,Provoked,NORTH ATLANTIC OCEAN,Georges Bank,,Fishing,M,,Injured,,Angel shark
24-Nov-1910,1910.0,Unprovoked,AUSTRALIA,Queensland,Mackay,Bathing,M,,Injured,,Blue shark
Reported 25-Jun-1910,1910.0,Unprovoked,MEXICO,,LaBarra,Swimming,M,,Injured,,
Reported 08-Jun-1910,1910.0,Sea Disaster,MOZAMBIQUE,Zambesi River,Portuguese territory,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",M,,Fatal,,
Reported 16-May-1910,1910.0,Invalid,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",M,,Presumed drowned & bodies taken by sharks,,Shark involvement prior to death unconfirmed
31-Mar-1910,1910.0,Unprovoked,PANAMA,Colón Province,Cristobal,Fell overboard from USS cruiser Tacoma,M,,Fatal,,
08-Mar-1910,1910.0,Unprovoked,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",Swimming,M,,Injured,Evening,6' shark
Mar-1910,1910.0,Invalid,USA,Hawaii,"Pearl Harbor, O'ahu",Diving,M,,No injury,,Invalid
  16-Feb-1910,1910.0,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Surfing,M,,Injured,Night,5.5' to 6' shark
26-Jan-1910,1910.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle Harbor,,M,,Fatal,,
1910,1910.0,Invalid,USA,Hawaii,"Hilo, Hawai'i",Fishing,M,,Injured,,Shark involvement prior to death unconfirmed
1910,1910.0,Unprovoked,PHILIPPINES,Luzon Island,"Polinao Point, Manila",Swimming,M,,Injured,,6 m [20'] shark
Reported 26-Nov-1909,1909.0,Unprovoked,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",,M,,Injured,,
Reported 15-Dec-1909,1909.0,Unprovoked,AUSTRALIA,New South Wales,20 miles off Sydney,Fell overboard,M,,Fatal,,
05-Dec-1909,1909.0,Provoked,AUSTRALIA,New South Wales,Bondi,Fishing,M,,Injured,,7' shark
14-Nov-1909 to 19-Nov-1909,1909.0,Sea Disaster,INDONESIA,30 nm from Singapore,Rhio Strait,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda’s boats,M,,Fatal,,
Reported 04-Sep-1909,1909.0,Provoked,USA,Delaware,"Lewes, Sussex County",Seine netting,M,,Abrasion to leg from netted shark PROVOKED INCIDENT,,5' shark
13-Aug-1909,1909.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fishing,M,,Fatal,,
24-Jul-1909,1909.0,Unprovoked,USA,New York,Rockaway,Fishing,M,,Injured,Afternoon,
15-Jul-1909,1909.0,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,16,Injured,,
Reported 26-Jun-1909,1909.0,Unprovoked,MEXICO,Guerrero,Zacatula,Bathing,F,,Fatal,,
26-Jun-1909,1909.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Cape Town,,M,,Remains of soldier in uniform. Probable drowning & scavenging,,18-foot shark
18-Jun-1909,1909.0,Sea Disaster,AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane","1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,,Fatal,,
Reported 27-Apr-1909,1909.0,Provoked,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",Fishing,M,,No injury,,
